timestep,time,price [EUR/kWh],grid supply [kW],fixed load [kW],battery power [kW],bat. stored energy [kWh],flex band min [kW],flex band base [kW],flex band max [kW],battery feed-in [kW],sum CS power [kW],# occupied CS [-],# CS in use [-],CS_golf_0 [kW],CS_sprinter_0 [kW]
21,2024-05-13 05:15:00,0.02504,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
22,2024-05-13 05:30:00,0.09490000000000001,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
23,2024-05-13 05:45:00,0.13321,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
24,2024-05-13 06:00:00,0.09491,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
25,2024-05-13 06:15:00,0.09991,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
26,2024-05-13 06:30:00,0.09193000000000001,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
27,2024-05-13 06:45:00,0.06509000000000001,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
28,2024-05-13 07:00:00,0.13995,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
29,2024-05-13 07:15:00,0.11493,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
30,2024-05-13 07:30:00,0.09491,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
31,2024-05-13 07:45:00,0.04176,-0.0,0,0.0,0.0,-50.0,0,83.0,-0.0,0,2,0,0,0
32,2024-05-13 08:00:00,0.14493,-0.0,0,0.0,0.0,-50.0,0,72.0,-0.0,0,1,0,0,0
33,2024-05-13 08:15:00,0.10991,-0.0,0,0.0,0.0,-50.0,0,72.0,-0.0,0,1,0,0,0
34,2024-05-13 08:30:00,0.06472,-0.0,0,0.0,0.0,-50.0,0,72.0,-0.0,0,1,0,0,0
35,2024-05-13 08:45:00,-0.01992,-50.0,0,50.0,0.0,-50.0,0,72.0,0,0,1,0,0,0
36,2024-05-13 09:00:00,0.11491,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
37,2024-05-13 09:15:00,0.08491,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
38,2024-05-13 09:30:00,0.04728,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
39,2024-05-13 09:45:00,0.019899999999999998,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
40,2024-05-13 10:00:00,0.07995000000000001,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
41,2024-05-13 10:15:00,0.05993,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
42,2024-05-13 10:30:00,0.03993,-0.0,0,0.0,11.875,-50.0,0,50.0,-0.0,0,0,0,0,0
43,2024-05-13 10:45:00,-0.00017999999999999998,-50.0,0,50.0,11.875,-50.0,0,50.0,0,0,0,0,0,0
44,2024-05-13 11:00:00,0.054920000000000004,-0.0,0,0.0,23.75,-50.0,0,50.0,-0.0,0,0,0,0,0
45,2024-05-13 11:15:00,-0.00739,-50.0,0,50.0,23.75,-50.0,0,50.0,0,0,0,0,0,0
46,2024-05-13 11:30:00,0.03492,-0.0,0,0.0,35.625,-50.0,0,50.0,-0.0,0,0,0,0,0
47,2024-05-13 11:45:00,0.02494,-0.0,0,0.0,35.625,-50.0,0,50.0,-0.0,0,0,0,0,0
48,2024-05-13 12:00:00,0.03491,-0.0,0,0.0,35.625,-50.0,0,50.0,-0.0,0,0,0,0,0
49,2024-05-13 12:15:00,-0.01991,-50.0,0,50.0,35.625,-50.0,0,50.0,0,0,0,0,0,0
50,2024-05-13 12:30:00,0.024489999999999998,-0.0,0,0.0,47.5,-50.0,0,50.0,-0.0,0,0,0,0,0
51,2024-05-13 12:45:00,0.03491,-0.0,0,0.0,47.5,-50.0,0,50.0,-0.0,0,0,0,0,0
52,2024-05-13 13:00:00,-0.02991,-50.0,0,50.0,47.5,-50.0,0,50.0,0,0,0,0,0,0
53,2024-05-13 13:15:00,0.0299,-0.0,0,0.0,59.375,-50.0,0,50.0,-0.0,0,0,0,0,0
54,2024-05-13 13:30:00,0.0221,-0.0,0,0.0,59.375,-50.0,0,50.0,-0.0,0,0,0,0,0
55,2024-05-13 13:45:00,-0.004900000000000001,-50.0,0,50.0,59.375,-50.0,0,50.0,0,0,0,0,0,0
56,2024-05-13 14:00:00,0.019960000000000002,-0.0,0,0.0,71.25,-50.0,0,50.0,-0.0,0,0,0,0,0
57,2024-05-13 14:15:00,0.00173,-0.0,0,0.0,71.25,-50.0,0,50.0,-0.0,0,0,0,0,0
58,2024-05-13 14:30:00,-0.00991,-50.0,0,50.0,71.25,-50.0,0,50.0,0,0,0,0,0,0
59,2024-05-13 14:45:00,0.00508,-0.0,0,0.0,83.125,-50.0,0,50.0,-0.0,0,0,0,0,0
60,2024-05-13 15:00:00,-0.03492,-46.524,0,35.524,83.125,-50.0,0,61.0,0,11.0,1,1,0,11.0
61,2024-05-13 15:15:00,-0.01305,-35.524,0,35.524,91.562,-50.0,0,61.0,0,0,1,0,0,0
62,2024-05-13 15:30:00,0.00509,0.0,0,-11.0,99.999,-50.0,0,61.0,0.0,11.0,1,1,0,11.0
63,2024-05-13 15:45:00,0.07493000000000001,-0.0,0,0.0,97.104,-50.0,0,61.0,-0.0,0,1,0,0,0
64,2024-05-13 16:00:00,-0.02993,-17.094,0,6.094,97.104,-50.0,0,61.0,0,11.0,1,1,0,11.0
65,2024-05-13 16:15:00,-0.004940000000000001,-6.094,0,6.094,98.552,-50.0,0,61.0,0,0,1,0,0,0
66,2024-05-13 16:30:00,0.020079999999999997,0.0,0,-11.0,99.999,-50.0,0,61.0,0.0,11.0,1,1,0,11.0
67,2024-05-13 16:45:00,0.08887,-0.0,0,0.0,97.104,-50.0,0,61.0,-0.0,0,1,0,0,0
68,2024-05-13 17:00:00,-0.02991,-23.188,0,12.188,97.104,-50.0,0,61.0,0,11.0,1,1,0,11.0
69,2024-05-13 17:15:00,0.06492,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
70,2024-05-13 17:30:00,0.08581,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
71,2024-05-13 17:45:00,0.1399,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
72,2024-05-13 18:00:00,-0.004200000000000001,-11.0,0,0.0,99.999,-50.0,0,61.0,0,11.0,1,1,0,11.0
73,2024-05-13 18:15:00,0.08509,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
74,2024-05-13 18:30:00,0.08495,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
75,2024-05-13 18:45:00,0.15491999999999997,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
76,2024-05-13 19:00:00,0.10490000000000001,-0.0,0,0.0,99.999,-50.0,0,61.0,-0.0,0,1,0,0,0
77,2024-05-13 19:15:00,0.07009,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
78,2024-05-13 19:30:00,0.12237999999999999,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
79,2024-05-13 19:45:00,0.13992,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
80,2024-05-13 20:00:00,0.15496000000000001,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
81,2024-05-13 20:15:00,0.12991999999999998,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
82,2024-05-13 20:30:00,0.12991,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
83,2024-05-13 20:45:00,0.12344,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
84,2024-05-13 21:00:00,0.13495,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
85,2024-05-13 21:15:00,0.11991,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
86,2024-05-13 21:30:00,0.10992,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
87,2024-05-13 21:45:00,0.09339,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
88,2024-05-13 22:00:00,0.15491,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
89,2024-05-13 22:15:00,0.11492000000000001,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
90,2024-05-13 22:30:00,0.04641,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
91,2024-05-13 22:45:00,0.03508,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
92,2024-05-13 23:00:00,0.12491,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
93,2024-05-13 23:15:00,0.05009,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
94,2024-05-13 23:30:00,0.0849,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
95,2024-05-13 23:45:00,0.03134,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
96,2024-05-14 00:00:00,0.06889,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
97,2024-05-14 00:15:00,0.04994,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
98,2024-05-14 00:30:00,0.03509,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
99,2024-05-14 00:45:00,0.03008,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
100,2024-05-14 01:00:00,0.045899999999999996,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
101,2024-05-14 01:15:00,0.04592,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
102,2024-05-14 01:30:00,0.039310000000000005,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
103,2024-05-14 01:45:00,0.03792,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
104,2024-05-14 02:00:00,0.041960000000000004,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
105,2024-05-14 02:15:00,0.037950000000000005,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
106,2024-05-14 02:30:00,0.03704,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
107,2024-05-14 02:45:00,0.037950000000000005,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
108,2024-05-14 03:00:00,0.041909999999999996,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
109,2024-05-14 03:15:00,0.034,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
110,2024-05-14 03:30:00,0.034,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
111,2024-05-14 03:45:00,0.037899999999999996,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
112,2024-05-14 04:00:00,0.03,-0.0,0,-14.061,99.999,-50.0,0,83.0,0,14.061,2,2,10.638,3.423
113,2024-05-14 04:15:00,0.0339,-0.0,0,0.0,96.299,-50.0,0,83.0,-0.0,0,2,0,0,0
114,2024-05-14 04:30:00,0.037899999999999996,-0.0,0,0.0,96.299,-50.0,0,83.0,-0.0,0,2,0,0,0
115,2024-05-14 04:45:00,0.04614,-0.0,0,0.0,96.299,-50.0,0,83.0,-0.0,0,2,0,0,0
116,2024-05-14 05:00:00,0.020079999999999997,-0.0,0,-33.0,96.299,-50.0,0,83.0,-0.0,33.0,2,2,22.0,11.0
117,2024-05-14 05:15:00,0.03006,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
118,2024-05-14 05:30:00,0.045899999999999996,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
119,2024-05-14 05:45:00,0.08818000000000001,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
120,2024-05-14 06:00:00,0.053380000000000004,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
121,2024-05-14 06:15:00,0.06602,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
122,2024-05-14 06:30:00,0.06593,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
123,2024-05-14 06:45:00,0.08727,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
124,2024-05-14 07:00:00,0.12491,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
125,2024-05-14 07:15:00,0.06705,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
126,2024-05-14 07:30:00,0.05793,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
127,2024-05-14 07:45:00,0.03791,-0.0,0,0.0,87.615,-50.0,0,83.0,-0.0,0,2,0,0,0
128,2024-05-14 08:00:00,0.11638,-0.0,0,0.0,87.615,-50.0,0,61.0,-0.0,0,1,0,0,0
129,2024-05-14 08:15:00,0.054,-0.0,0,0.0,87.615,-50.0,0,61.0,-0.0,0,1,0,0,0
130,2024-05-14 08:30:00,0.038,-0.0,0,0.0,87.615,-50.0,0,50.0,-0.0,0,0,0,0,0
131,2024-05-14 08:45:00,0.0099,-0.0,0,0.0,87.615,-50.0,0,50.0,-0.0,0,0,0,0,0
132,2024-05-14 09:00:00,0.06597,-0.0,0,0.0,87.615,-50.0,0,50.0,-0.0,0,0,0,0,0
133,2024-05-14 09:15:00,0.04033,-0.0,0,0.0,87.615,-50.0,0,50.0,-0.0,0,0,0,0,0
134,2024-05-14 09:30:00,0.00991,-0.0,0,0.0,87.615,-50.0,0,50.0,-0.0,0,0,0,0,0
135,2024-05-14 09:45:00,-0.03509,-50.0,0,50.0,87.615,-50.0,0,50.0,0,0,0,0,0,0
136,2024-05-14 10:00:00,0.0579,-0.0,0,0.0,99.49,-50.0,0,50.0,-0.0,0,0,0,0,0
137,2024-05-14 10:15:00,0.0179,-0.0,0,0.0,99.49,-50.0,0,50.0,-0.0,0,0,0,0,0
138,2024-05-14 10:30:00,-0.00743,-1.072,0,1.072,99.49,-50.0,0,50.0,0,0,0,0,0,0
139,2024-05-14 10:45:00,-0.0699,-1.072,0,1.072,99.744,-50.0,0,50.0,0,0,0,0,0,0
140,2024-05-14 11:00:00,0.03,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
141,2024-05-14 11:15:00,-0.00204,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
142,2024-05-14 11:30:00,-0.016059999999999998,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
143,2024-05-14 11:45:00,-0.05809,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
144,2024-05-14 12:00:00,-0.00149,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
145,2024-05-14 12:15:00,-0.02209,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
146,2024-05-14 12:30:00,-0.03807,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
147,2024-05-14 12:45:00,-0.054,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
148,2024-05-14 13:00:00,-0.03402,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
149,2024-05-14 13:15:00,-0.03503,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
150,2024-05-14 13:30:00,-0.04992,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
151,2024-05-14 13:45:00,-0.04493,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
152,2024-05-14 14:00:00,-0.03507,-0.0,0,0.0,99.999,-50.0,0,50.0,-0.0,0,0,0,0,0
153,2024-05-14 14:15:00,-0.046009999999999995,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
154,2024-05-14 14:30:00,-0.033,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
155,2024-05-14 14:45:00,-0.029920000000000002,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
156,2024-05-14 15:00:00,-0.044899999999999995,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
157,2024-05-14 15:15:00,-0.030019999999999998,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
158,2024-05-14 15:30:00,-0.0181,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
159,2024-05-14 15:45:00,0.013179999999999999,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
160,2024-05-14 16:00:00,-0.062009999999999996,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
161,2024-05-14 16:15:00,-0.01946,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
162,2024-05-14 16:30:00,0.0019399999999999999,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
163,2024-05-14 16:45:00,0.04491,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
164,2024-05-14 17:00:00,-0.07008,-3.826,0,0.0,99.999,-50.0,0,72.0,0,3.826,1,1,3.826,0
165,2024-05-14 17:15:00,-0.01002,-0.0,0,0.0,99.999,-50.0,0,72.0,-0.0,0,1,0,0,0
166,2024-05-14 17:30:00,0.033909999999999996,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
167,2024-05-14 17:45:00,0.07759,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
168,2024-05-14 18:00:00,-0.04205,-11.0,0,0.0,99.999,-50.0,0,83.0,0,11.0,2,1,0,11.0
169,2024-05-14 18:15:00,0.03493,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
170,2024-05-14 18:30:00,0.07705,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
171,2024-05-14 18:45:00,0.14998,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
172,2024-05-14 19:00:00,0.054,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
173,2024-05-14 19:15:00,0.08020999999999999,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
174,2024-05-14 19:30:00,0.10492,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
175,2024-05-14 19:45:00,0.10497,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
176,2024-05-14 20:00:00,0.12990000000000002,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
177,2024-05-14 20:15:00,0.09795000000000001,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
178,2024-05-14 20:30:00,0.07634,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
179,2024-05-14 20:45:00,0.06191,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
180,2024-05-14 21:00:00,0.10499,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
181,2024-05-14 21:15:00,0.09394,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
182,2024-05-14 21:30:00,0.06999,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
183,2024-05-14 21:45:00,0.05514,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
184,2024-05-14 22:00:00,0.10193,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
185,2024-05-14 22:15:00,0.07391,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
186,2024-05-14 22:30:00,0.057460000000000004,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
187,2024-05-14 22:45:00,0.0419,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
188,2024-05-14 23:00:00,0.06997,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
189,2024-05-14 23:15:00,0.0564,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
190,2024-05-14 23:30:00,0.045899999999999996,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
191,2024-05-14 23:45:00,0.03791,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
192,2024-05-15 00:00:00,0.05493,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
193,2024-05-15 00:15:00,0.0415,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
194,2024-05-15 00:30:00,0.0281,-0.0,0,0.0,99.999,-50.0,0,83.0,-0.0,0,2,0,0,0
195,2024-05-15 00:45:00,0.020120000000000002,-0.0,0,-4.76,99.999,-50.0,0,83.0,0,4.76,2,1,0,4.76
196,2024-05-15 01:00:00,0.037200000000000004,-0.0,0,0.0,98.746,-50.0,0,83.0,-0.0,0,2,0,0,0
197,2024-05-15 01:15:00,0.037899999999999996,-0.0,0,0.0,98.746,-50.0,0,83.0,-0.0,0,2,0,0,0
198,2024-05-15 01:30:00,0.0305,-0.0,0,0.0,98.746,-50.0,0,83.0,-0.0,0,2,0,0,0
199,2024-05-15 01:45:00,0.019170000000000003,0.0,0,-11.0,98.746,-50.0,0,83.0,0.0,11.0,2,1,0,11.0
200,2024-05-15 02:00:00,0.0275,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
201,2024-05-15 02:15:00,0.0322,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
202,2024-05-15 02:30:00,0.022600000000000002,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
203,2024-05-15 02:45:00,0.033299999999999996,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
204,2024-05-15 03:00:00,0.0212,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
205,2024-05-15 03:15:00,0.025070000000000002,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
206,2024-05-15 03:30:00,0.0322,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
207,2024-05-15 03:45:00,0.0344,-0.0,0,0.0,95.852,-50.0,0,83.0,-0.0,0,2,0,0,0
208,2024-05-15 04:00:00,0.0119,-0.0,0,-11.0,95.852,-50.0,0,83.0,-0.0,11.0,2,1,0,11.0
209,2024-05-15 04:15:00,0.02855,-0.0,0,0.0,92.957,-50.0,0,83.0,-0.0,0,2,0,0,0
210,2024-05-15 04:30:00,0.026600000000000002,-0.0,0,0.0,92.957,-50.0,0,83.0,-0.0,0,2,0,0,0
211,2024-05-15 04:45:00,0.04357,-0.0,0,0.0,92.957,-50.0,0,83.0,-0.0,0,2,0,0,0
212,2024-05-15 05:00:00,0.00508,0.0,0,-11.0,92.957,-50.0,0,83.0,0.0,11.0,2,1,0,11.0
213,2024-05-15 05:15:00,0.022269999999999998,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
214,2024-05-15 05:30:00,0.0649,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
215,2024-05-15 05:45:00,0.08496,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
216,2024-05-15 06:00:00,0.06492,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
217,2024-05-15 06:15:00,0.0699,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
218,2024-05-15 06:30:00,0.07376,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
219,2024-05-15 06:45:00,0.0698,-0.0,0,0.0,90.062,-50.0,0,83.0,-0.0,0,2,0,0,0
